workload summary | sessions=200 steps=1000 max_prompt_len=89436 max_prefix_len=84631 max_input_len=66571 max_output_len=13223 total_output_len=706010 max_arrival_time_ms=0.000 total_tool_wait_after_ms=12644186.000
sessions 0/200 | steps 3/1000 completed=3 submitted=6 active=3 failed=0 | elapsed=34.1s
sessions 0/200 | steps 3/1000 completed=3 submitted=6 active=3 failed=0 | elapsed=34.6s
sessions 0/200 | steps 3/1000 completed=3 submitted=6 active=3 failed=0 | elapsed=35.1s
sessions 0/200 | steps 3/1000 completed=3 submitted=6 active=3 failed=0 | elapsed=35.6s
sessions 0/200 | steps 3/1000 completed=3 submitted=6 active=3 failed=0 | elapsed=36.1s
sessions 0/200 | steps 3/1000 completed=3 submitted=6 active=3 failed=0 | elapsed=36.6s
prefix hit rate | request_id=claude:04a9794a-2fdc-d2aa-68c7-ef5483c0631b_round_000001 planned=0.4714 actual=0.4714 delta=+0.0000 server_cached_prompt_tokens=10777 server_prompt_tokens=22862
sessions 0/200 | steps 4/1000 completed=4 submitted=6 active=2 failed=0 | elapsed=37.1s
sessions 0/200 | steps 4/1000 completed=4 submitted=6 active=2 failed=0 | elapsed=37.6s
prefix hit rate | request_id=claude:03a507f2-0448-911c-45b1-bf9ffb711f09_round_000001 planned=0.7368 actual=0.7368 delta=+0.0000 server_cached_prompt_tokens=10920 server_prompt_tokens=14821
sessions 0/200 | steps 5/1000 completed=5 submitted=7 active=2 failed=0 | elapsed=38.1s
prefix hit rate | request_id=claude:03a507f2-0448-911c-45b1-bf9ffb711f09_round_000002 planned=0.8963 actual=0.8963 delta=+0.0000 server_cached_prompt_tokens=14816 server_prompt_tokens=16531
sessions 0/200 | steps 6/1000 completed=6 submitted=7 active=1 failed=0 | elapsed=38.6s
sessions 0/200 | steps 6/1000 completed=6 submitted=8 active=2 failed=0 | elapsed=39.1s
sessions 0/200 | steps 6/1000 completed=6 submitted=8 active=2 failed=0 | elapsed=39.6s
sessions 0/200 | steps 6/1000 completed=6 submitted=8 active=2 failed=0 | elapsed=40.1s
sessions 0/200 | steps 6/1000 completed=6 submitted=9 active=3 failed=0 | elapsed=40.6s
sessions 0/200 | steps 6/1000 completed=6 submitted=9 active=3 failed=0 | elapsed=41.1s
sessions 0/200 | steps 6/1000 completed=6 submitted=9 active=3 failed=0 | elapsed=41.6s
sessions 0/200 | steps 6/1000 completed=6 submitted=9 active=3 failed=0 | elapsed=42.1s
sessions 0/200 | steps 6/1000 completed=6 submitted=9 active=3 failed=0 | elapsed=42.6s
sessions 0/200 | steps 6/1000 completed=6 submitted=9 active=3 failed=0 | elapsed=43.1s
prefix hit rate | request_id=claude:03a507f2-0448-911c-45b1-bf9ffb711f09_round_000003 planned=0.9501 actual=0.9501 delta=+0.0000 server_cached_prompt_tokens=16525 server_prompt_tokens=17392
sessions 0/200 | steps 7/1000 completed=7 submitted=11 active=4 failed=0 | elapsed=43.6s
sessions 0/200 | steps 7/1000 completed=7 submitted=11 active=4 failed=0 | elapsed=44.1s
sessions 0/200 | steps 7/1000 completed=7 submitted=11 active=4 failed=0 | elapsed=44.6s
sessions 0/200 | steps 7/1000 completed=7 submitted=11 active=4 failed=0 | elapsed=45.1s
prefix hit rate | request_id=claude:04a9794a-2fdc-d2aa-68c7-ef5483c0631b_round_000002 planned=0.8070 actual=0.8070 delta=+0.0000 server_cached_prompt_tokens=21817 server_prompt_tokens=27034
prefix hit rate | request_id=claude:03a507f2-0448-911c-45b1-bf9ffb711f09_round_000004 planned=0.9809 actual=0.9809 delta=+0.0000 server_cached_prompt_tokens=17388 server_prompt_tokens=17727
sessions 1/200 | steps 9/1000 completed=9 submitted=13 active=4 failed=0 | elapsed=45.6s
sessions 1/200 | steps 9/1000 completed=9 submitted=13 active=4 failed=0 | elapsed=46.1s
sessions 1/200 | steps 9/1000 completed=9 submitted=13 active=4 failed=0 | elapsed=46.6s
prefix hit rate | request_id=claude:03e8c8c3-42b0-999a-6eee-5cb9e7f3991e_round_000000 planned=0.7897 actual=0.0000 delta=-0.7897 server_cached_prompt_tokens=0 server_prompt_tokens=34486
prefix hit rate | request_id=claude:04a9794a-2fdc-d2aa-68c7-ef5483c0631b_round_000003 planned=0.8686 actual=0.8686 delta=+0.0000 server_cached_prompt_tokens=27032 server_prompt_tokens=31122
sessions 1/200 | steps 11/1000 completed=11 submitted=13 active=2 failed=0 | elapsed=47.1s
sessions 1/200 | steps 11/1000 completed=11 submitted=13 active=2 failed=0 | elapsed=47.6s
sessions 1/200 | steps 11/1000 completed=11 submitted=13 active=2 failed=0 | elapsed=48.1s
sessions 1/200 | steps 11/1000 completed=11 submitted=14 active=3 failed=0 | elapsed=48.6s
sessions 1/200 | steps 11/1000 completed=11 submitted=14 active=3 failed=0 | elapsed=49.1s
sessions 1/200 | steps 11/1000 completed=11 submitted=14 active=3 failed=0 | elapsed=49.6s
sessions 1/200 | steps 11/1000 completed=11 submitted=14 active=3 failed=0 | elapsed=50.1s
sessions 1/200 | steps 11/1000 completed=11 submitted=14 active=3 failed=0 | elapsed=50.6s
sessions 1/200 | steps 11/1000 completed=11 submitted=14 active=3 failed=0 | elapsed=51.1s
sessions 1/200 | steps 11/1000 completed=11 submitted=14 active=3 failed=0 | elapsed=51.6s
sessions 1/200 | steps 11/1000 completed=11 submitted=14 active=3 failed=0 | elapsed=52.1s
sessions 1/200 | steps 11/1000 completed=11 submitted=14 active=3 failed=0 | elapsed=52.6s
sessions 1/200 | steps 11/1000 completed=11 submitted=14 active=3 failed=0 | elapsed=53.1s
sessions 1/200 | steps 11/1000 completed=11 submitted=14 active=3 failed=0 | elapsed=53.6s
sessions 1/200 | steps 11/1000 completed=11 submitted=14 active=3 failed=0 | elapsed=54.1s
sessions 1/200 | steps 11/1000 completed=11 submitted=15 active=4 failed=0 | elapsed=54.6s
sessions 1/200 | steps 11/1000 completed=11 submitted=15 active=4 failed=0 | elapsed=55.1s
sessions 1/200 | steps 11/1000 completed=11 submitted=15 active=4 failed=0 | elapsed=55.6s
sessions 1/200 | steps 11/1000 completed=11 submitted=15 active=4 failed=0 | elapsed=56.1s
sessions 1/200 | steps 11/1000 completed=11 submitted=15 active=4 failed=0 | elapsed=56.6s
sessions 1/200 | steps 11/1000 completed=11 submitted=15 active=4 failed=0 | elapsed=57.1s
sessions 1/200 | steps 11/1000 completed=11 submitted=15 active=4 failed=0 | elapsed=57.6s
sessions 1/200 | steps 11/1000 completed=11 submitted=15 active=4 failed=0 | elapsed=58.1s
sessions 1/200 | steps 11/1000 completed=11 submitted=15 active=4 failed=0 | elapsed=58.6s
sessions 1/200 | steps 11/1000 completed=11 submitted=15 active=4 failed=0 | elapsed=59.1s
sessions 1/200 | steps 11/1000 completed=11 submitted=15 active=4 failed=0 | elapsed=59.6s
sessions 1/200 | steps 11/1000 completed=11 submitted=15 active=4 failed=0 | elapsed=60.1s
sessions 1/200 | steps 11/1000 completed=11 submitted=15 active=4 failed=0 | elapsed=60.6s
sessions 1/200 | steps 11/1000 completed=11 submitted=15 active=4 failed=0 | elapsed=61.1s
sessions 1/200 | steps 11/1000 completed=11 submitted=15 active=4 failed=0 | elapsed=61.6s
sessions 1/200 | steps 11/1000 completed=11 submitted=15 active=4 failed=0 | elapsed=62.1s
sessions 1/200 | steps 11/1000 completed=11 submitted=15 active=4 failed=0 | elapsed=62.6s
sessions 1/200 | steps 11/1000 completed=11 submitted=15 active=4 failed=0 | elapsed=63.1s
sessions 1/200 | steps 11/1000 completed=11 submitted=15 active=4 failed=0 | elapsed=63.6s
sessions 1/200 | steps 11/1000 completed=11 submitted=15 active=4 failed=0 | elapsed=64.1s
sessions 1/200 | steps 11/1000 completed=11 submitted=15 active=4 failed=0 | elapsed=64.6s
sessions 1/200 | steps 11/1000 completed=11 submitted=15 active=4 failed=0 | elapsed=65.1s
sessions 1/200 | steps 11/1000 completed=11 submitted=15 active=4 failed=0 | elapsed=65.6s
sessions 1/200 | steps 11/1000 completed=11 submitted=15 active=4 failed=0 | elapsed=66.2s
sessions 1/200 | steps 11/1000 completed=11 submitted=15 active=4 failed=0 | elapsed=66.7s
sessions 1/200 | steps 11/1000 completed=11 submitted=15 active=4 failed=0 | elapsed=67.2s
sessions 1/200 | steps 11/1000 completed=11 submitted=15 active=4 failed=0 | elapsed=67.7s
sessions 1/200 | steps 11/1000 completed=11 submitted=15 active=4 failed=0 | elapsed=68.2s
sessions 1/200 | steps 11/1000 completed=11 submitted=15 active=4 failed=0 | elapsed=68.7s
sessions 1/200 | steps 11/1000 completed=11 submitted=15 active=4 failed=0 | elapsed=69.2s
sessions 1/200 | steps 11/1000 completed=11 submitted=15 active=4 failed=0 | elapsed=69.7s
sessions 1/200 | steps 11/1000 completed=11 submitted=15 active=4 failed=0 | elapsed=70.2s
sessions 1/200 | steps 11/1000 completed=11 submitted=15 active=4 failed=0 | elapsed=70.7s
sessions 1/200 | steps 11/1000 completed=11 submitted=15 active=4 failed=0 | elapsed=71.2s
sessions 1/200 | steps 11/1000 completed=11 submitted=15 active=4 failed=0 | elapsed=71.7s
sessions 1/200 | steps 11/1000 completed=11 submitted=15 active=4 failed=0 | elapsed=72.2s
sessions 1/200 | steps 11/1000 completed=11 submitted=15 active=4 failed=0 | elapsed=72.7s
sessions 1/200 | steps 11/1000 completed=11 submitted=15 active=4 failed=0 | elapsed=73.2s
prefix hit rate | request_id=claude:00a24909-986f-18d3-c090-ab9e0603a55e_round_000001 planned=0.8645 actual=0.8645 delta=+0.0000 server_cached_prompt_tokens=16820 server_prompt_tokens=19456
sessions 1/200 | steps 12/1000 completed=12 submitted=15 active=3 failed=0 | elapsed=73.7s
prefix hit rate | request_id=claude:03e8c8c3-42b0-999a-6eee-5cb9e7f3991e_round_000001 planned=0.8497 actual=0.8497 delta=+0.0000 server_cached_prompt_tokens=29917 server_prompt_tokens=35208
sessions 1/200 | steps 13/1000 completed=13 submitted=16 active=3 failed=0 | elapsed=74.2s
sessions 1/200 | steps 13/1000 completed=13 submitted=16 active=3 failed=0 | elapsed=74.7s
sessions 1/200 | steps 13/1000 completed=13 submitted=16 active=3 failed=0 | elapsed=75.2s
sessions 1/200 | steps 13/1000 completed=13 submitted=16 active=3 failed=0 | elapsed=75.7s
sessions 1/200 | steps 13/1000 completed=13 submitted=16 active=3 failed=0 | elapsed=76.2s
sessions 1/200 | steps 13/1000 completed=13 submitted=16 active=3 failed=0 | elapsed=76.7s
sessions 1/200 | steps 13/1000 completed=13 submitted=16 active=3 failed=0 | elapsed=77.2s
sessions 1/200 | steps 13/1000 completed=13 submitted=16 active=3 failed=0 | elapsed=77.7s
sessions 1/200 | steps 13/1000 completed=13 submitted=16 active=3 failed=0 | elapsed=78.2s
sessions 1/200 | steps 13/1000 completed=13 submitted=17 active=4 failed=0 | elapsed=78.7s
sessions 1/200 | steps 13/1000 completed=13 submitted=17 active=4 failed=0 | elapsed=79.2s
sessions 1/200 | steps 13/1000 completed=13 submitted=17 active=4 failed=0 | elapsed=79.7s
sessions 1/200 | steps 13/1000 completed=13 submitted=17 active=4 failed=0 | elapsed=80.2s
sessions 1/200 | steps 13/1000 completed=13 submitted=17 active=4 failed=0 | elapsed=80.7s
sessions 1/200 | steps 13/1000 completed=13 submitted=17 active=4 failed=0 | elapsed=81.2s
sessions 1/200 | steps 13/1000 completed=13 submitted=17 active=4 failed=0 | elapsed=81.7s
sessions 1/200 | steps 13/1000 completed=13 submitted=17 active=4 failed=0 | elapsed=82.2s
sessions 1/200 | steps 13/1000 completed=13 submitted=17 active=4 failed=0 | elapsed=82.7s
sessions 1/200 | steps 13/1000 completed=13 submitted=17 active=4 failed=0 | elapsed=83.2s
sessions 1/200 | steps 13/1000 completed=13 submitted=17 active=4 failed=0 | elapsed=83.7s
sessions 1/200 | steps 13/1000 completed=13 submitted=17 active=4 failed=0 | elapsed=84.2s
sessions 1/200 | steps 13/1000 completed=13 submitted=17 active=4 failed=0 | elapsed=84.7s
sessions 1/200 | steps 13/1000 completed=13 submitted=17 active=4 failed=0 | elapsed=85.2s
sessions 1/200 | steps 13/1000 completed=13 submitted=17 active=4 failed=0 | elapsed=85.7s
sessions 1/200 | steps 13/1000 completed=13 submitted=17 active=4 failed=0 | elapsed=86.2s
sessions 1/200 | steps 13/1000 completed=13 submitted=17 active=4 failed=0 | elapsed=86.7s
sessions 1/200 | steps 13/1000 completed=13 submitted=17 active=4 failed=0 | elapsed=87.2s
sessions 1/200 | steps 13/1000 completed=13 submitted=17 active=4 failed=0 | elapsed=87.7s
sessions 1/200 | steps 13/1000 completed=13 submitted=17 active=4 failed=0 | elapsed=88.2s
sessions 1/200 | steps 13/1000 completed=13 submitted=17 active=4 failed=0 | elapsed=88.7s
sessions 1/200 | steps 13/1000 completed=13 submitted=17 active=4 failed=0 | elapsed=89.2s
sessions 1/200 | steps 13/1000 completed=13 submitted=17 active=4 failed=0 | elapsed=89.7s
prefix hit rate | request_id=claude:92ba541b-cd7a-8823-7c23-b8ddf83762e9_round_000000 planned=0.0000 actual=0.0000 delta=+0.0000 server_cached_prompt_tokens=0 server_prompt_tokens=51912
sessions 1/200 | steps 14/1000 completed=14 submitted=18 active=4 failed=0 | elapsed=90.2s
sessions 1/200 | steps 14/1000 completed=14 submitted=18 active=4 failed=0 | elapsed=90.7s
sessions 1/200 | steps 14/1000 completed=14 submitted=18 active=4 failed=0 | elapsed=91.2s
sessions 1/200 | steps 14/1000 completed=14 submitted=18 active=4 failed=0 | elapsed=91.7s
sessions 1/200 | steps 14/1000 completed=14 submitted=18 active=4 failed=0 | elapsed=92.2s
sessions 1/200 | steps 14/1000 completed=14 submitted=18 active=4 failed=0 | elapsed=92.7s
sessions 1/200 | steps 14/1000 completed=14 submitted=18 active=4 failed=0 | elapsed=93.2s
sessions 1/200 | steps 14/1000 completed=14 submitted=18 active=4 failed=0 | elapsed=93.7s
sessions 1/200 | steps 14/1000 completed=14 submitted=18 active=4 failed=0 | elapsed=94.2s
sessions 1/200 | steps 14/1000 completed=14 submitted=18 active=4 failed=0 | elapsed=94.7s
sessions 1/200 | steps 14/1000 completed=14 submitted=18 active=4 failed=0 | elapsed=95.2s
sessions 1/200 | steps 14/1000 completed=14 submitted=18 active=4 failed=0 | elapsed=95.7s
sessions 1/200 | steps 14/1000 completed=14 submitted=18 active=4 failed=0 | elapsed=96.2s
sessions 1/200 | steps 14/1000 completed=14 submitted=18 active=4 failed=0 | elapsed=96.7s
sessions 1/200 | steps 14/1000 completed=14 submitted=18 active=4 failed=0 | elapsed=97.2s
sessions 1/200 | steps 14/1000 completed=14 submitted=18 active=4 failed=0 | elapsed=97.7s
sessions 1/200 | steps 14/1000 completed=14 submitted=18 active=4 failed=0 | elapsed=98.2s
sessions 1/200 | steps 14/1000 completed=14 submitted=18 active=4 failed=0 | elapsed=98.7s
sessions 1/200 | steps 14/1000 completed=14 submitted=18 active=4 failed=0 | elapsed=99.2s
sessions 1/200 | steps 14/1000 completed=14 submitted=18 active=4 failed=0 | elapsed=99.7s
sessions 1/200 | steps 14/1000 completed=14 submitted=18 active=4 failed=0 | elapsed=100.2s
sessions 1/200 | steps 14/1000 completed=14 submitted=18 active=4 failed=0 | elapsed=100.7s
sessions 1/200 | steps 14/1000 completed=14 submitted=18 active=4 failed=0 | elapsed=101.2s
sessions 1/200 | steps 14/1000 completed=14 submitted=18 active=4 failed=0 | elapsed=101.7s
sessions 1/200 | steps 14/1000 completed=14 submitted=18 active=4 failed=0 | elapsed=102.2s
sessions 1/200 | steps 14/1000 completed=14 submitted=18 active=4 failed=0 | elapsed=102.7s
sessions 1/200 | steps 14/1000 completed=14 submitted=18 active=4 failed=0 | elapsed=103.2s
sessions 1/200 | steps 14/1000 completed=14 submitted=18 active=4 failed=0 | elapsed=103.7s
sessions 1/200 | steps 14/1000 completed=14 submitted=18 active=4 failed=0 | elapsed=104.2s
sessions 1/200 | steps 14/1000 completed=14 submitted=18 active=4 failed=0 | elapsed=104.7s
sessions 1/200 | steps 14/1000 completed=14 submitted=18 active=4 failed=0 | elapsed=105.2s
sessions 1/200 | steps 14/1000 completed=14 submitted=18 active=4 failed=0 | elapsed=105.7s
sessions 1/200 | steps 14/1000 completed=14 submitted=18 active=4 failed=0 | elapsed=106.2s
sessions 1/200 | steps 14/1000 completed=14 submitted=18 active=4 failed=0 | elapsed=106.7s
sessions 1/200 | steps 14/1000 completed=14 submitted=18 active=4 failed=0 | elapsed=107.2s
sessions 1/200 | steps 14/1000 completed=14 submitted=18 active=4 failed=0 | elapsed=107.7s
prefix hit rate | request_id=claude:00a24909-986f-18d3-c090-ab9e0603a55e_round_000002 planned=0.8840 actual=0.0000 delta=-0.8840 server_cached_prompt_tokens=0 server_prompt_tokens=22007
sessions 1/200 | steps 15/1000 completed=15 submitted=18 active=3 failed=0 | elapsed=108.2s
sessions 1/200 | steps 15/1000 completed=15 submitted=18 active=3 failed=0 | elapsed=108.7s
sessions 1/200 | steps 15/1000 completed=15 submitted=18 active=3 failed=0 | elapsed=109.2s
sessions 1/200 | steps 15/1000 completed=15 submitted=18 active=3 failed=0 | elapsed=109.7s
sessions 1/200 | steps 15/1000 completed=15 submitted=18 active=3 failed=0 | elapsed=110.2s
sessions 1/200 | steps 15/1000 completed=15 submitted=18 active=3 failed=0 | elapsed=110.7s
sessions 1/200 | steps 15/1000 completed=15 submitted=18 active=3 failed=0 | elapsed=111.3s
sessions 1/200 | steps 15/1000 completed=15 submitted=18 active=3 failed=0 | elapsed=111.8s
sessions 1/200 | steps 15/1000 completed=15 submitted=18 active=3 failed=0 | elapsed=112.3s
sessions 1/200 | steps 15/1000 completed=15 submitted=18 active=3 failed=0 | elapsed=112.8s
sessions 1/200 | steps 15/1000 completed=15 submitted=19 active=4 failed=0 | elapsed=113.3s
sessions 1/200 | steps 15/1000 completed=15 submitted=19 active=4 failed=0 | elapsed=113.8s
sessions 1/200 | steps 15/1000 completed=15 submitted=19 active=4 failed=0 | elapsed=114.3s
sessions 1/200 | steps 15/1000 completed=15 submitted=19 active=4 failed=0 | elapsed=114.8s
sessions 1/200 | steps 15/1000 completed=15 submitted=19 active=4 failed=0 | elapsed=115.3s
sessions 1/200 | steps 15/1000 completed=15 submitted=19 active=4 failed=0 | elapsed=115.8s
sessions 1/200 | steps 15/1000 completed=15 submitted=19 active=4 failed=0 | elapsed=116.3s
sessions 1/200 | steps 15/1000 completed=15 submitted=19 active=4 failed=0 | elapsed=116.8s
sessions 1/200 | steps 15/1000 completed=15 submitted=19 active=4 failed=0 | elapsed=117.3s
sessions 1/200 | steps 15/1000 completed=15 submitted=19 active=4 failed=0 | elapsed=117.8s
sessions 1/200 | steps 15/1000 completed=15 submitted=19 active=4 failed=0 | elapsed=118.3s
sessions 1/200 | steps 15/1000 completed=15 submitted=19 active=4 failed=0 | elapsed=118.8s
sessions 1/200 | steps 15/1000 completed=15 submitted=19 active=4 failed=0 | elapsed=119.3s
sessions 1/200 | steps 15/1000 completed=15 submitted=19 active=4 failed=0 | elapsed=119.8s
sessions 1/200 | steps 15/1000 completed=15 submitted=19 active=4 failed=0 | elapsed=120.3s
sessions 1/200 | steps 15/1000 completed=15 submitted=19 active=4 failed=0 | elapsed=120.8s
sessions 1/200 | steps 15/1000 completed=15 submitted=19 active=4 failed=0 | elapsed=121.3s
sessions 1/200 | steps 15/1000 completed=15 submitted=19 active=4 failed=0 | elapsed=121.8s
sessions 1/200 | steps 15/1000 completed=15 submitted=19 active=4 failed=0 | elapsed=122.3s
sessions 1/200 | steps 15/1000 completed=15 submitted=19 active=4 failed=0 | elapsed=122.8s
sessions 1/200 | steps 15/1000 completed=15 submitted=19 active=4 failed=0 | elapsed=123.3s
sessions 1/200 | steps 15/1000 completed=15 submitted=19 active=4 failed=0 | elapsed=123.8s
sessions 1/200 | steps 15/1000 completed=15 submitted=19 active=4 failed=0 | elapsed=124.3s
sessions 1/200 | steps 15/1000 completed=15 submitted=19 active=4 failed=0 | elapsed=124.8s
sessions 1/200 | steps 15/1000 completed=15 submitted=19 active=4 failed=0 | elapsed=125.3s
sessions 1/200 | steps 15/1000 completed=15 submitted=19 active=4 failed=0 | elapsed=125.8s
sessions 1/200 | steps 15/1000 completed=15 submitted=19 active=4 failed=0 | elapsed=126.3s
sessions 1/200 | steps 15/1000 completed=15 submitted=19 active=4 failed=0 | elapsed=126.8s
sessions 1/200 | steps 15/1000 completed=15 submitted=19 active=4 failed=0 | elapsed=127.3s
sessions 1/200 | steps 15/1000 completed=15 submitted=19 active=4 failed=0 | elapsed=127.8s
